Item_Number,Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
316,"Effy 14K Yellow Gold Cultured Fresh Water Pearl and Diamond Pendant, 0.02 TCW",525,750,14K Gold,Yellow,"Round Pearl, Round Diamond 0.02,18"" Chain Included. 10mm Pearl.",Necklace and Pendant,0.02,Round Pearl,0,Pearl,,Round,Round Diamond,0.02,Diamond,,Round,"18"" Chain Included.",10,Included.,Chain,"18""",,,,,,,,,,,,,,,
317,Effy 14K Yellow Gold Cultured Fresh Water Pearl Bracelet,437.5,875,14K Gold,Yellow,"Round Pearl,10mm Pearl. Adjustable Bolo Chain.",Bracelets,0,Round Pearl,0,Pearl,,Round,10mm Pearl. Adjustable Bolo Chain.,0,,,,,,,,,,,,,,,,,,,,,,,
318,Effy 14K Yellow Gold Cultured Fresh Water Pearl Bracelet,770,1100,14K Gold,Yellow,Round Pearl,Bracelets,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
319,Effy 14K Yellow Gold Cultured Fresh Water Pearl Earrings,315,450,14K Gold,Yellow,Round Pearl,Earrings,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
320,Effy 14K Yellow Gold Cultured Fresh Water Pearl Earrings,416.5,595,14K Gold,Yellow,Round Pearl,Earrings,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
321,Effy 14K Yellow Gold Cultured Fresh Water Pearl Necklace,315,450,14K Gold,Yellow,Round Pearl,Necklace and Pendant,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
322,Effy 14K Yellow Gold Cultured Fresh Water Pearl Necklace,346.5,495,14K Gold,Yellow,Round Pearl,Necklace and Pendant,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
323,Effy 14K Yellow Gold Cultured Fresh Water Pearl Pendant,416.5,595,14K Gold,Yellow,Round Pearl,Necklace and Pendant,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
324,"Effy 14K Yellow Gold Cultured Pearl and Diamond Accented Ring, 0.05 TCW",696.5,995,14K Gold,Yellow,"Pearl, Round Diamond 0.05,",Rings,0.05,Pearl,0,Pearl,,,Round Diamond,0.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
325,"Effy 14K Yellow Gold Cultured Pearl and Diamond Pendant, 0.15 TCW",906.5,1295,14K Gold,Yellow,"Round Pearl, Round Diamond 0.15",Necklace and Pendant,0.15,Round Pearl,0,Pearl,,Round,Round Diamond,0.15,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
326,"Effy 14K Yellow Gold Cultured Pearl and Diamond Ring, 0.31 TCW",1116.5,1595,14K Gold,Yellow,"Round Pearl, Round Diamond 0.31,",Rings,0.31,Round Pearl,0,Pearl,,Round,Round Diamond,0.31,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
327,"Effy 14K Yellow Gold Cultured Pearl and Diamond Starfish Pendant, 0.08 TCW",696.5,995,14K Gold,Yellow,"Round Pearl, Round Diamond 0.08",Necklace and Pendant,0.08,Round Pearl,0,Pearl,,Round,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
328,"Effy 14K Yellow Gold Diamond and Fresh Water Pearl Drop Earrings, 0.05 TCW",665,950,14K Gold,Yellow,"Round Diamond 0.05,",Earrings,0.05,Round Diamond,0.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
329,"Effy 14K Yellow Gold Diamond and Fresh Water Pearl Necklace, 0.34 TCW",1256.5,1795,14K Gold,Yellow,"Round Diamond 0.34,",Necklace and Pendant,0.34,Round Diamond,0.34,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
330,"Effy 14K Yellow Gold Diamond and Fresh Water Pearl Ring, 0.09 TCW",805,1150,14K Gold,Yellow,"Round Diamond 0.09,",Rings,0.09,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
331,"Effy 14K Yellow Gold Diamond Drop Earrings, 1.50 TCW",2797.5,5595,14K Gold,Yellow,Round Diamond 1.5,Earrings,1.5,Round Diamond,1.5,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
332,"Effy 14K Yellow Gold Diamond Filigree Bangle, 0.62 TCW",5497.5,10995,14K Gold,Yellow,"Round Diamond 0.62,",Bracelets,0.62,Round Diamond,0.62,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
333,"Effy 14K Yellow Gold Diamond Flower Earrings, 1.38 TCW",4170,8340,14K Gold,Yellow,"Diamond 1.38,",Earrings,1.38,Diamond,1.38,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"Effy 14K Yellow Gold Diamond Geo Necklace, 0.97 TCW",2225,4450,14K Gold,Yellow,Round Diamond 0.97,Necklace and Pendant,0.97,Round Diamond,0.97,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
335,"Effy 14K Yellow Gold Diamond Huggie Hoop Earrings,0.53 TCW",1497.5,2995,14K Gold,Yellow,"Round Diamond 0.53,",Earrings,0.53,Round Diamond,0.53,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
336,"Effy 14K Yellow Gold Diamond Pave Ring, 1.37 TCW",2825,5650,14K Gold,Yellow,"Round Diamond 1.37,",Rings,1.37,Round Diamond,1.37,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
337,"Effy 14K Yellow Gold Diamond Pendant, 0.57 TCW",1425,2850,14K Gold,Yellow,Round Diamond 0.57,Necklace and Pendant,0.57,Round Diamond,0.57,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
338,"Effy 14K Yellow Gold Diamond Pendant, 0.73 TCW",3647.5,7295,14K Gold,Yellow,Round Diamond 0.73,Necklace and Pendant,0.73,Round Diamond,0.73,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
339,"Effy 14K Yellow Gold Diamond Pendant, 1.22 TCW",3125,6250,14K Gold,Yellow,Round Diamond 1.22,Necklace and Pendant,1.22,Round Diamond,1.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
340,"Effy 14K Yellow Gold Diamond Star of David Pendant, 0.24 TCW",647.5,1295,14K Gold,Yellow,Round Diamond 0.24,Necklace and Pendant,0.24,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
341,"Effy 14K Yellow Gold Diamond Teardrop Pendant, 0.38 TCW",1297.5,2595,14K Gold,Yellow,Round Diamond 0.38,Necklace and Pendant,0.38,Round Diamond,0.38,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
342,"Effy 14K Yellow Gold Emerald and Diamond Ring, 1.48 TCW",1350,2700,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.34,",Rings,1.48,Oval Emerald,1.14,Emerald,,Oval,Round Diamond,0.34,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
343,"Effy 14K Yellow Gold Emerald and Diamond Ring, 1.64 TCW",2675,5350,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.5,",Rings,1.64,Oval Emerald,1.14,Emerald,,Oval,Round Diamond,0.5,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
344,"Effy 14K Yellow Gold Espresso and White Diamond Ring, 0.71 TCW",2687.5,5375,14K Gold,Yellow,"Round Diamond 0.71,",Rings,0.71,Round Diamond,0.71,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
345,"Effy 14K Yellow Gold Espresso and White Diamond Ring, 1.09 TCW",3997.5,7995,14K Gold,Yellow,"Round Diamond 1.09,",Rings,1.09,Round Diamond,1.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
346,"Effy 14K Yellow Gold Espresso and White Diamond Ring, 1.21 TCW",2925,5850,14K Gold,Yellow,Round Diamond 1.21,Rings,1.21,Round Diamond,1.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
347,"Effy 14K Yellow Gold Espresso Diamond Band, 0.34 TCW",847.5,1695,14K Gold,Yellow,"Round Cognac Diamond 0.34,",Rings,0.34,Round Cognac Diamond,0.34,Diamond,Cognac,Round,,,,,,,,,,,,,,,,,,,,,,,,,
348,"Effy 14K Yellow Gold Espresso Diamond Pave Bangle, 3.12 TCW",5997.5,11995,14K Gold,Yellow,"Round Cognac Diamond 3.12,Size 7",Bracelets,3.12,Round Cognac Diamond,3.12,Diamond,Cognac,Round,Size,7,Size,,,,,,,,,,,,,,,,,,,,,,
349,"Effy 14K Yellow Gold Espresso, Black and White Diamond Earrings, 0.94 TCW",2555,3650,14K Gold,Yellow,Round Diamond 0.94,Earrings,0.94,Round Diamond,0.94,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
350,"Effy 14K Yellow Gold Espresso, Black and White Diamond Earrings, 1.26 TCW",3496.5,4995,14K Gold,Yellow,Round Diamond 1.26,Earrings,1.26,Round Diamond,1.26,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
351,"Effy 14K Yellow Gold Espresso, Black and White Diamond Ring, 1.53 TCW",4445,6350,14K Gold,Yellow,Round Diamond 1.53,Rings,1.53,Round Diamond,1.53,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
352,"Effy 14K Yellow Gold Espresso, Black and White Diamond Ring, 1.83 TCW",5736.5,8195,14K Gold,Yellow,Round Diamond 1.83,Rings,1.83,Round Diamond,1.83,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
353,"Effy 14K Yellow Gold Fresh Water Cultured Pearl 18"" Necklace",195,225,14K Gold,Yellow,Pearl,Necklace and Pendant,0,Pearl,0,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Effy 14K Yellow Gold Fresh Water Cultured Pearl Earrings,175,250,14K Gold,Yellow,"Pearl,",Earrings,0,Pearl,0,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,"Effy 14K Yellow Gold Green Amethyst and Diamond Cocktail Ring, 7.63 TCW",2415,3450,14K Gold,Yellow,"Emerald Green Amethyst 7.25, Round Diamond 0.38",Rings,7.63,Emerald Green Amethyst,7.25,Amethyst,Green,Emerald,Round Diamond,0.38,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
356,"Effy 14K Yellow Gold Green Amethyst and Diamond Earrings, 8.34 TCW",1116.5,1595,14K Gold,Yellow,"Rectangle Green Amethyst 8.3, Round Diamond 0.04",Earrings,8.34,Rectangle Green Amethyst,8.3,Amethyst,Green,Rectangle,Round Diamond,0.04,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
357,"Effy 14K Yellow Gold Green Amethyst and Diamond Pendant, 6.52 TCW",906.5,1295,14K Gold,Yellow,"Rectangle Green Amethyst 6.5, Round Diamond 0.02",Necklace and Pendant,6.52,Rectangle Green Amethyst,6.5,Amethyst,Green,Rectangle,Round Diamond,0.02,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
358,"Effy 14K Yellow Gold Green Amethyst and Diamond Ring, 1.72 TCW",1015,1450,14K Gold,Yellow,"Rectangle Green Amethyst 6.5, Round Diamond 0.14",Rings,1.72,Rectangle Green Amethyst,6.5,Amethyst,Green,Rectangle,Round Diamond,0.14,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
359,"Effy 14K Yellow Gold Green Amethyst and Diamond Ring, 3.73 TCW",766.5,1095,14K Gold,Yellow,"Cushion Green Amethyst 3.65, Round Diamond 0.08,",Rings,3.73,Cushion Green Amethyst,3.65,Amethyst,Green,Cushion,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
360,"Effy 14K Yellow Gold Green Amethyst Ring, 3.95 TCW",875,1250,14K Gold,Yellow,"Cushion Green Amethyst 3.95,",Rings,3.95,Cushion Green Amethyst,3.95,Amethyst,Green,Cushion,,,,,,,,,,,,,,,,,,,,,,,,,
361,"Effy 14K Yellow Gold Jade and Diamond Cocktail Ring, 14.08 TCW",1855,2650,14K Gold,Yellow,"Pear Jade 13.85, Round Diamond 0.23",Rings,14.08,Pear Jade,13.85,Jade,,Pear,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
362,"Effy 14K Yellow Gold Jade and Diamond Earrings, 8.09 TCW",1816.5,2595,14K Gold,Yellow,"Pear Jade 7.7, Round Diamond 0.39",Earrings,8.09,Pear Jade,7.7,Jade,,Pear,Round Diamond,0.39,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
363,"Effy 14K Yellow Gold Jade Bracelet, 202.00 TW",346.5,495,14K Gold,Yellow,Round Jade 202,Bracelets,0,Round Jade,202,Jade,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
364,"Effy 14K Yellow Gold Jade Stud Earrings, 18.70 TW",276.5,395,14K Gold,Yellow,"Round Jade 18.78,10mm Studs",Earrings,0,Round Jade,18.78,Jade,,Round,10mm Studs,0,Studs,,10mm,,,,,,,,,,,,,,,,,,,,
365,"Effy 14K Yellow Gold Lapis Lazuli & Cultured Fresh Water Pearl Drop Earrings, 1.50 TCW",276.5,395,14K Gold,Yellow,"Round Pearl, Round Lapis Lazuli 1.5",Earrings,1.5,Round Pearl,0,Pearl,,Round,Round Lapis Lazuli,1.5,Lazuli,Lapis,Round,,,,,,,,,,,,,,,,,,,,
366,"Effy 14K Yellow Gold Lapis Lazuli and Diamond Cocktail Ring, 12.93",3216.5,4595,14K Gold,Yellow,"Round Lapis Lazuli 12.7, Round Diamond 0.23",Rings,0,Round Lapis Lazuli,12.7,Lazuli,Lapis,Round,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
367,"Effy 14K Yellow Gold Malachite and Diamond Ring, 2.46 TCW",1956.5,2795,14K Gold,Yellow,"Trillion Malachite 2.1, Round Diamond 0.36",Rings,2.46,Trillion Malachite,2.1,Malachite,,Trillion,Round Diamond,0.36,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
368,"Effy 14K Yellow Gold Mother of Pearl & Diamond Starfish Necklace, 0.10 TCW",1155,1650,14K Gold,Yellow,"Round Mother of Pearl, Round Diamond 0.1",Necklace and Pendant,0.1,Round Mother of Pearl,0,,,,Round Diamond,0.1,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
369,"Effy 14K Yellow Gold Mother of Pearl and Diamond Fringe Pendant, 0.06 TCW",1015,1450,14K Gold,Yellow,"Multi-Shape Mother of Pearl, Round Diamond 0.06",Necklace and Pendant,0.06,Multi-Shape Mother of Pearl,0,,,,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
370,"Effy 14K Yellow Gold Mother of Pearl and Diamond Palm Tree Pendant, 0.18 TW",1326.5,1895,14K Gold,Yellow,"Round Mother of Pearl, Round Diamond 0.18",Necklace and Pendant,0,Round Mother of Pearl,0,,,,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
371,"Effy 14K Yellow Gold Mother of Pearl and Diamond Pendant, 0.08 TCW",1186.5,1695,14K Gold,Yellow,"Multi-Shape Mother of Pearl, Round Diamond 0.08",Necklace and Pendant,0.08,Multi-Shape Mother of Pearl,0,,,,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
372,"Effy 14K Yellow Gold Mother of Pearl and Diamond Ring, 0.05 TCW",906.5,1295,14K Gold,Yellow,"Multi-Shape Mother of Pearl, Round Diamond 0.05",Rings,0.05,Multi-Shape Mother of Pearl,0,,,,Round Diamond,0.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
373,"Effy 14K Yellow Gold Mother of Pearl and Diamond Turtle Pendant, 0.13 TCW",1365,1950,14K Gold,Yellow,"Round Mother of Pearl, Round Diamond 0.13",Necklace and Pendant,0.13,Round Mother of Pearl,0,,,,Round Diamond,0.13,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
374,Effy 14K Yellow Gold Multi Color Cultured Fresh Water Pearl Necklace,556.5,795,14K Gold,Yellow,Round Pearl,Necklace and Pendant,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
375,Effy 14K Yellow Gold Multi Color Cultured Pearl Bracelet,136.5,195,14K Gold,Yellow,Round Pearl,Bracelets,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
376,Effy 14K Yellow Gold Multi Color Cultured Pearl Earrings,206.5,295,14K Gold,Yellow,Round Pearl,Earrings,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
377,"Effy 14K Yellow Gold Multi Gemstone and Diamond Ring, 7.75 TCW",1087.5,2175,14K Gold,Yellow,"Multi-Shape Multi-Color 7.7, Round Diamond 0.05,",Rings,7.75,Multi-Shape Multi-Color,7.7,Multi-Color,,Multi-Shape,Round Diamond,0.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
378,"Effy 14K Yellow Gold Multi Gemstone Station Necklace, 28.93 TCW",2695,3850,14K Gold,Yellow,Round Multi-Color 28.93,Necklace and Pendant,28.93,Round Multi-Color,28.93,Multi-Color,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
379,"Effy 14K Yellow Gold Multi Sapphire and Diamond Ring, 3.29 TCW",1997.5,3995,14K Gold,Yellow,"Multi-Shape Multi-Sapphire 3, Round Diamond 0.29,",Rings,3.29,Multi-Shape Multi-Sapphire,3,Multi-Sapphire,,Multi-Shape,Round Diamond,0.29,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
380,"Effy 14K Yellow Gold Multi Sapphire and Tsavorite Floral Pendant, 7.53 TCW",1975,3950,14K Gold,Yellow,Multi-Shape Multi-Color 7.53,Necklace and Pendant,7.53,Multi-Shape Multi-Color,7.53,Multi-Color,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
381,"Effy 14K Yellow Gold Onyx and Cultured Fresh Water Pearl Drop Earrings, 14.50 TCW",276.5,395,14K Gold,Yellow,Round Pearl,Earrings,14.5,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
382,"Effy 14K Yellow Gold Onyx and Diamond Bangle, 8.02 TCW",4875,9750,14K Gold,Yellow,"Oval Onyx 7.9, Round Diamond 0.12",Bracelets,8.02,Oval Onyx,7.9,Onyx,,Oval,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
383,"Effy 14K Yellow Gold Onyx Station Necklace, 5.03 TCW",976.5,1395,14K Gold,Yellow,"Round Onyx 5,16"" - 18"" Adjustable Length",Necklace and Pendant,5.03,Round Onyx,5,Onyx,,Round,"16"" -",18,-,,"16""",,,,,,,,,,,,,,,,,,,,
384,Effy 14K Yellow Gold Pearl Bracelet,486.5,695,14K Gold,Yellow,"Pearl,7"" Bracelet",Bracelets,0,Pearl,0,Pearl,,,"7"" Bracelet",0,Bracelet,,"7""",,,,,,,,,,,,,,,,,,,,
385,Effy 14K Yellow Gold Pearl Dangle Earrings,315,450,14K Gold,Yellow,Pearl,Earrings,0,Pearl,0,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Effy 14K Yellow Gold Pearl Necklace,945,1350,14K Gold,Yellow,"Pearl,18"" Necklace",Necklace and Pendant,0,Pearl,0,Pearl,,,"18"" Necklace",0,Necklace,,"18""",,,,,,,,,,,,,,,,,,,,
387,Effy 14K Yellow Gold Pearl Tassel Necklace,525,750,14K Gold,Yellow,Pearl,Necklace and Pendant,0,Pearl,0,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Effy 14K Yellow Gold Pearl Y Necklace,525,750,14K Gold,Yellow,Pearl,Necklace and Pendant,0,Pearl,0,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"Effy 14K Yellow Gold Pink Sapphire Huggie Hoops Earrings, 0.86 TCW",1046.5,1495,14K Gold,Yellow,"Round Pink Sapphire 0.86,",Earrings,0.86,Round Pink Sapphire,0.86,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
390,"Effy 14K Yellow Gold Ruby and Diamond Bracelet, 14.97 TCW",9250,18500,14K Gold,Yellow,"Emerald Ruby 14.8, Round Diamond 0.17",Necklace and Pendant,14.97,Emerald Ruby,14.8,Ruby,,Emerald,Round Diamond,0.17,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
391,"Effy 14K Yellow Gold Ruby and Diamond Tennis Bracelet, 10.08 TCW",4900,9800,14K Gold,Yellow,"Round Ruby 9.37, Round Diamond 0.71",Bracelets,10.08,Round Ruby,9.37,Ruby,,Round,Round Diamond,0.71,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
392,"Effy 14K Yellow Gold Ruby and Diamond Tennis Bracelet, 3.85 TCW",3285,6570,14K Gold,Yellow,"Round Ruby 1.87, Round Diamond 1.98",Bracelets,3.85,Round Ruby,1.87,Ruby,,Round,Round Diamond,1.98,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
393,Effy 14K Yellow Gold Tahitian Pearl Bracelet,136.5,195,14K Gold,Yellow,Round Pearl,Bracelets,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
394,Effy 14K Yellow Gold Tahitian Pearl Earrings,206.5,295,14K Gold,Yellow,Round Pearl,Earrings,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
395,Effy 14K Yellow Gold Tahitian Pearl Necklace,525,750,14K Gold,Yellow,Round Pearl,Necklace and Pendant,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
396,"Effy 14K Yellow Gold Tanzanite and Diamond Bracelet, 2.68 TCW",8050,11500,14K Gold,Yellow,"Trillion Tanzanite 2.28, Round Diamond 0.4",Bracelets,2.68,Trillion Tanzanite,2.28,Tanzanite,,Trillion,Round Diamond,0.4,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
397,"Effy 14K Yellow Gold Tanzanite and Diamond Necklace, 3.66 TCW",10496.5,14995,14K Gold,Yellow,"Trillion Tanzanite 2.85, Round Diamond 0.81,",Necklace and Pendant,3.66,Trillion Tanzanite,2.85,Tanzanite,,Trillion,Round Diamond,0.81,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
398,"Effy 14K Yellow Gold Tanzanite and Diamond Pendant, 1.73 TCW",2656.5,3795,14K Gold,Yellow,"Trillion Tanzanite 1.52, Round Diamond 0.21",Necklace and Pendant,1.73,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
399,"Effy 14K Yellow Gold Trillion Tanzanite and Diamond Ring, 1.88 TCW",3395,4850,14K Gold,Yellow,"Trillion Tanzanite 1.62, Round Diamond 0.26,",Rings,1.88,Trillion Tanzanite,1.62,Tanzanite,,Trillion,Round Diamond,0.26,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
400,"Effy 14K Yellow Gold Turquoise and Diamond Drop Earrings, 5.78 TCW",1676.5,2395,14K Gold,Yellow,"Pear Turquoise 5.65, Round Diamond 0.13,",Earrings,5.78,Pear Turquoise,5.65,Turquoise,,Pear,Round Diamond,0.13,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
401,"Effy 14K Yellow Gold Turquoise and Diamond Flower Earrings, 4.83 TCW",1816.5,2595,14K Gold,Yellow,"Oval Turquoise 4.7, Round Diamond 0.13",Earrings,4.83,Oval Turquoise,4.7,Turquoise,,Oval,Round Diamond,0.13,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
402,"Effy 14K Yellow Gold Turquoise and Diamond Flower Pendant, 2.36 TCW",1186.5,1695,14K Gold,Yellow,"Oval Turquoise 2.3, Round Diamond 0.06",Necklace and Pendant,2.36,Oval Turquoise,2.3,Turquoise,,Oval,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
403,"Effy 14K Yellow Gold Turquoise and Diamond Flower Ring, 2.26 TCW",1256.5,1795,14K Gold,Yellow,"Oval Turquoise 2.2, Round Diamond 0.06",Rings,2.26,Oval Turquoise,2.2,Turquoise,,Oval,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
404,"Effy 14K Yellow Gold Turquoise and Diamond Moon and Star Ring, 0.32 TCW",976.5,1395,14K Gold,Yellow,"Round Turquoise 0.25, Round Diamond 0.07,",Rings,0.32,Round Turquoise,0.25,Turquoise,,Round,Round Diamond,0.07,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
405,"Effy 14K Yellow Gold Turquoise and Diamond Ring, 0.39 TCW",626.5,895,14K Gold,Yellow,"Emerald Turquoise 0.35, Round Diamond 0.04,",Rings,0.39,Emerald Turquoise,0.35,Turquoise,,Emerald,Round Diamond,0.04,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
406,"Effy 14K Yellow Gold Turquoise and Diamond Ring, 0.39 TCW",906.5,1295,14K Gold,Yellow,"Square Turquoise 0.3, Round Diamond 0.09,",Rings,0.39,Square Turquoise,0.3,Turquoise,,Square,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
407,"Effy 14K Yellow Gold Turquoise and Diamond Ring, 1.80 TCW",2236.5,3195,14K Gold,Yellow,"Oval Turquoise 1.61, Round Diamond 0.19",Rings,1.8,Oval Turquoise,1.61,Turquoise,,Oval,Round Diamond,0.19,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
408,"Effy 14K Yellow Gold Turquoise and Diamond Ring, 2.03 TCW",1396.5,1995,14K Gold,Yellow,"Oval Turquoise 2.35, Round Diamond 0.19",Rings,2.03,Oval Turquoise,2.35,Turquoise,,Oval,Round Diamond,0.19,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
409,"Effy 14K Yellow Gold Turquoise Band Ring, 0.70 TCW",665,950,14K Gold,Yellow,"Round Turquoise 0.7,",Rings,0.7,Round Turquoise,0.7,Turquoise,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Effy 14K Yellow Gold Turquoise Hoop Earrings, 3.95 TCW",1606.5,2295,14K Gold,Yellow,"Oval Turquoise 3.95, Round Diamond 0.05",Earrings,3.95,Oval Turquoise,3.95,Turquoise,,Oval,Round Diamond,0.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
411,"Effy 14K Yellow Gold Turquoise Necklace, 7.75 TCW",1606.5,2295,14K Gold,Yellow,Round Turquoise 7.75,Necklace and Pendant,7.75,Round Turquoise,7.75,Turquoise,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
412,"Effy 14K Yellow Gold Turquoise Station Bracelet, 2.35 TCW",735,1050,14K Gold,Yellow,Round Turquoise 2.35,Bracelets,2.35,Round Turquoise,2.35,Turquoise,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
413,"Effy 14K Yellow Gold Turquoise Stud Earrings, 1.10 TCW",315,450,14K Gold,Yellow,Round Turquoise 1.1,Earrings,1.1,Round Turquoise,1.1,Turquoise,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
